1,1,21,0.22784
1,2,21,0.052405
1,3,21,0.094693
1,4,21,0.15697
1,1,22,0.1209
1,2,22,0.012611
1,3,22,0.053705
1,4,22,0.11516
1,1,23,0.098633
1,2,23,0.19162
1,3,23,0.19549
1,4,23,0.20004
1,1,24,-0.014596
1,2,24,0.23002
1,3,24,0.2782
1,4,24,0.13026
1,1,25,0.097
1,2,25,0.0085618
1,3,25,0.18395
1,4,25,0.06312
1,1,26,0.17305
1,2,26,0.27798
1,3,26,0.45669
1,4,26,0.015976
1,1,27,0.12726
1,2,27,0.1289
1,3,27,0.059338
1,4,27,0.15896
1,1,28,0.055161
1,2,28,0.087576
1,3,28,0.18893
1,4,28,0.2434
1,1,29,0.11056
1,2,29,0.049314
1,3,29,0.28118
1,4,29,-0.24387
1,1,30,0.13989
1,2,30,0.08399
1,3,30,0.034424
1,4,30,-0.11369
1,1,31,0.37562
1,2,31,0.3957
1,3,31,0.46732
1,4,31,0.14138
1,1,32,0.066322
1,2,32,0.0010196
1,3,32,0.082375
1,4,32,0.1313
1,1,33,0.23989
1,2,33,0.35091
1,3,33,0.37939
1,4,33,0.19067
1,1,34,0.16566
1,2,34,0.1315
1,3,34,0.029993
1,4,34,0.029625
2,1,35,0.13353
2,2,35,0.19523
2,3,35,-0.014536
2,4,35,0.18072
2,1,1,0.23916
2,2,1,0.32537
2,3,1,0.2557
2,4,1,0.16121
2,1,2,-0.11628
2,2,2,0.12861
2,3,2,0.15797
2,4,2,0.035577
2,1,3,0.073169
2,2,3,0.18723
2,3,3,0.0072348
2,4,3,0.12952
2,1,4,0.051495
2,2,4,-0.030856
2,3,4,0.062635
2,4,4,-0.058379
2,1,5,-0.091536
2,2,5,0.078332
2,3,5,0.1297
2,4,5,0.17566
2,1,6,0.22333
2,2,6,0.17743
2,3,6,0.22495
2,4,6,0.051873
2,1,7,0.12346
2,2,7,0.13474
2,3,7,0.19658
2,4,7,0.14373
2,1,8,-0.033727
2,2,8,-0.054357
2,3,8,0.051421
2,4,8,0.28889
2,1,9,0.21606
2,2,9,0.02852
2,3,9,-0.024759
2,4,9,0.19998
2,1,10,-0.0082789
2,2,10,0.13078
2,3,10,0.059643
2,4,10,0.084943
2,1,11,0.086628
2,2,11,0.22574
2,3,11,0.14597
2,4,11,0.022091
2,1,12,-0.037977
2,2,12,-0.063177
2,3,12,0.016285
2,4,12,-0.043042
2,1,13,0.0053387
2,2,13,-0.019231
2,3,13,0.10818
2,4,13,-0.11987
2,1,14,0.054852
2,2,14,-0.010533
2,3,14,0.050884
2,4,14,0.10934
2,1,15,0.2484
2,2,15,0.2177
2,3,15,0.16912
2,4,15,0.16482
2,1,16,0.054535
2,2,16,0.13439
2,3,16,0.021547
2,4,16,0.099976
2,1,17,0.0062191
2,2,17,0.094434
2,3,17,-0.076724
2,4,17,-0.15472
3,1,18,0.29869
3,2,18,0.74828
3,3,18,0.64681
3,4,18,0.28899
3,1,1,0.6169
3,2,1,0.83748
3,3,1,0.81162
3,4,1,0.67738
3,1,2,0.58901
3,2,2,0.82403
3,3,2,0.82389
3,4,2,0.50462
3,1,3,0.49216
3,2,3,0.83613
3,3,3,0.83061
3,4,3,0.45869
3,1,4,0.49687
3,2,4,0.76906
3,3,4,0.66797
3,4,4,0.50386
3,1,5,0.53673
3,2,5,0.82604
3,3,5,0.77427
3,4,5,0.6245
3,1,6,0.48717
3,2,6,0.79941
3,3,6,0.69875
3,4,6,0.43645
3,1,7,0.67471
3,2,7,0.81504
3,3,7,0.72124
3,4,7,0.5647
3,1,8,0.65831
3,2,8,0.83375
3,3,8,0.71476
3,4,8,0.6303
3,1,9,0.4605
3,2,9,0.73076
3,3,9,0.70275
3,4,9,0.38186
3,1,10,0.56107
3,2,10,0.84461
3,3,10,0.80803
3,4,10,0.61957
3,1,11,0.4639
3,2,11,0.77595
3,3,11,0.71888
3,4,11,0.14943
3,1,12,0.61999
3,2,12,0.82325
3,3,12,0.75824
3,4,12,0.49302
3,1,13,0.66493
3,2,13,0.84661
3,3,13,0.77791
3,4,13,0.50037
3,1,14,0.41056
3,2,14,0.83242
3,3,14,0.79049
3,4,14,0.53555
3,1,15,0.53196
3,2,15,0.78915
3,3,15,0.68022
3,4,15,0.64654
3,1,16,0.76309
3,2,16,0.84418
3,3,16,0.55044
3,4,16,0.55366
3,1,17,0.39528
3,2,17,0.67319
3,3,17,0.49517
3,4,17,0.23241
3,1,18,0.62884
3,2,18,0.84424
3,3,18,0.81082
3,4,18,0.66932
3,1,19,0.36994
3,2,19,0.6453
3,3,19,0.48177
3,4,19,0.21007
